"Timestamp (ms)","Ozone (PPB)","Air quality (VOC)","Accelerometer X (milli-g)","Accelerometer Y (milli-g)","Accelerometer Z (milli-g)","Gyroscope X (deg/s)","Gyroscope Y (deg/s)","Gyroscope Z (deg/s)","Magnetometer X (uT)","Magnetometer Y (uT)","Magnetometer Z (uT)","IMU Temperature (C)","BME280 Temperature (C)","Pressure (Pa)","Humidity (%RH)","Ultrasonic 1 (ms)","Ultrasonic 2 (ms)","Ultrasonic 3 (ms)","Vibration 1 Period (ms)","Vibration 2 Period (ms)",1148,0,0, 2.0507811E+01, 9.9707025E+02,-2.7343748E+01, 8.9312977E-01, 4.1221374E-01,-5.0152674E+00,-2.2350000E+01, 2.9550001E+01,-1.3755000E+02, 4.1687691E+01, 3.8700001E+01, 9.0625914E+04, 1.3775391E+01, 6.2800002E-01, 0.0000000E+00, 6.7000002E-01,0,0,
33198,13,9, 3.1738279E+01, 1.1450195E+03,-9.7656250E+00, 5.2137403E+00,-1.0992366E+00,-1.1122137E+01,-2.6700001E+01, 3.5850002E+01,-1.3725000E+02, 4.3077454E+01, 3.8959999E+01, 9.0631313E+04, 1.4000977E+01, 6.2900001E-01, 0.0000000E+00, 6.6200000E-01,0,0,
34348,15,11, 2.3437498E+01, 9.9853510E+02,-2.9296873E+01, 8.4732825E-01, 2.6946564E+00,-7.8625953E-01,-2.6100000E+01, 3.4650002E+01,-1.3560001E+02, 4.2981609E+01, 3.8950001E+01, 9.0632703E+04, 1.4060547E+01, 6.3599998E-01, 0.0000000E+00, 6.6900003E-01,0,0,
35497,17,12, 2.6367186E+01, 8.4863275E+02,-1.1230468E+01, 1.1526718E+00,-1.4580153E+00, 1.2595420E+00,-2.4450001E+01, 3.8100002E+01,-1.3650000E+02, 4.2981609E+01, 3.8970001E+01, 9.0635188E+04, 1.4073242E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
36647,18,14, 3.1249998E+01, 1.0004882E+03,-5.1269527E+01, 1.3816794E+00,-1.0381680E+00,-6.6641221E+00,-2.3400002E+01, 3.6600002E+01,-1.3545001E+02, 4.2837841E+01, 3.8970001E+01, 9.0635188E+04, 1.4073242E+01, 6.2900001E-01, 0.0000000E+00, 6.7799997E-01,0,0,
37798,19,15, 2.9785154E+01, 1.0102538E+03,-1.2207030E+01, 7.5572521E-01,-1.1603054E+00,-3.1679389E+00,-2.6850000E+01, 3.4200001E+01,-1.3455000E+02, 4.3077454E+01, 3.8970001E+01, 9.0633992E+04, 1.4012695E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
38948,20,15, 3.5644531E+01, 1.0029296E+03,-2.3437498E+01,-4.8091602E-01,-1.6259542E+00, 5.7251906E-01,-2.7000002E+01, 3.5850002E+01,-1.3470001E+02, 4.3077454E+01, 3.8990002E+01, 9.0635617E+04, 1.4956055E+01, 6.3700002E-01, 0.0000000E+00, 6.7000002E-01,0,0,
40098,20,16, 5.2734371E+01, 9.9218744E+02,-4.1015621E+01, 4.0839696E+00, 1.0381680E+00,-2.7328243E+00,-2.8050001E+01, 3.5850002E+01,-1.3440001E+02, 4.3269150E+01, 3.8980000E+01, 9.0631797E+04, 1.5342773E+01, 6.2800002E-01, 0.0000000E+00, 6.7000002E-01,0,0,
41248,20,16, 3.2714844E+01, 9.9365228E+02,-2.5390623E+01, 2.6030533E+00,-4.8854962E-01,-5.5496182E+00,-2.8050001E+01, 3.5550003E+01,-1.3440001E+02, 4.2981609E+01, 3.8990002E+01, 9.0632156E+04, 1.5403320E+01, 6.2800002E-01, 0.0000000E+00, 6.7699999E-01,0,0,
42398,20,17,-5.4199215E+01, 9.8681635E+02,-4.4433590E+01, 2.8320611E+00, 4.0458015E-01,-5.4122138E+00,-2.7150002E+01, 3.5400002E+01,-1.3500000E+02, 4.2981609E+01, 3.8990002E+01, 9.0626281E+04, 1.5500000E+01, 6.2800002E-01, 0.0000000E+00, 6.7100000E-01,0,0,
43548,20,17,-1.7089844E+01, 1.0961914E+03,-4.1503902E+01, 5.5725193E-01, 7.2519082E-01,-2.5038168E+00,-3.0300001E+01, 3.5850002E+01,-1.4040001E+02, 4.2981609E+01, 3.9000000E+01, 9.0630109E+04, 1.5560547E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
44698,20,17,-1.4648436E+00, 9.7656244E+02,-4.3945309E+01, 3.1984732E+00,-1.3282443E+00,-2.4503818E+00,-2.7750002E+01, 3.6300003E+01,-1.3680000E+02, 4.2981609E+01, 3.9000000E+01, 9.0635328E+04, 1.5270508E+01, 6.2900001E-01, 0.0000000E+00, 6.7000002E-01,0,0,
45848,20,18, 2.9785154E+01, 9.9951166E+02,-4.2480465E+01, 2.9007635E-01,-2.5419848E+00, 3.8396947E+00,-2.7000002E+01, 3.3600002E+01,-1.3890001E+02, 4.3317070E+01, 3.9009998E+01, 9.0635148E+04, 1.4835938E+01, 6.2900001E-01, 0.0000000E+00, 6.6900003E-01,0,0,
